37.353361	55.848548
37.587726	55.744212
37.815484	55.749861
37.736049	55.773118
37.697849	55.75742
37.518606	55.596971
37.679235	55.755916
37.668784	55.70733
37.7072	55.805953
37.722728	55.614916
37.606794	55.589991
37.668159	55.575475
37.749424	55.708196
37.501738	55.799957
37.823731	55.751353
37.410678	55.764832
37.565099	55.67518
37.602437	55.781388
37.516838	55.819003
37.455507	55.78882
37.203428	56.003356
37.748041	55.658006
37.673618	55.781711
37.519999	55.756124
37.484017	55.790879
37.672776	55.703189
37.587493	55.867536
37.512993	55.862698
37.61064	55.631988
37.530297	55.60447
37.576847	55.649662
37.726844	55.609036
37.557824	55.758338
37.646776	55.760306
37.621874	55.74007
37.763581	55.654143
37.71153	55.765625
37.741627	55.714544
37.565892	55.811778
37.675911	55.788929
37.560773	55.85801
37.463915	55.866035
37.610781	55.894701
37.403328	55.795751
37.565892	55.811778
37.583166	55.597719
37.702971	55.654156
37.610781	55.894701
37.648172	55.748568
37.786269	55.791004
37.574523	55.68688
37.687596	55.786355
37.635434	55.786897
37.759267	55.824035
37.654454	55.622971
37.640222	55.835805
37.621199	55.761699
37.644407	55.708425
37.7914	55.806113
37.396493	55.709462
37.610607	55.596439
37.450084	55.853713
37.677901	55.631733
37.827429	55.815152
37.600988	55.639311
37.589962	55.816602
37.564971	55.661119
37.68641	55.880627
37.800052	55.747082
37.692687	55.775816
37.524269	55.806726
37.609107	55.750878
37.58878	55.739874
37.679896	55.743087
37.783391	55.795921
37.684245	55.733336
37.470933	55.70644
37.582166	55.752894
37.511739	55.785666
37.795541	55.635569
37.795489	56.007963
37.586621	55.708623
37.741208	55.633426
37.347448	55.844853
37.637785	55.785694
37.774317	55.727217
37.525415	55.678043
37.44688	55.846325
37.620847	55.818291
37.542887	55.600223
37.513571	55.721795
37.657255	55.595466
37.481421	55.84421
37.51833	55.657306
37.634367	55.765212
37.569521	55.750404
37.459217	55.815912
37.629019	55.897588
37.595873	55.608806
37.510805	55.638558
37.212164	55.60804
37.750696	55.677237
37.60633	55.873891
37.867271	55.817159
37.721576	55.73333
37.487829	55.790699
37.525138	55.804947
37.517185	55.781452
37.738927	55.781802
37.672486	55.772039
37.812927	55.794276
37.545613	55.797497
37.613539	55.654167
37.792399	55.802364
37.812993	55.702323
37.610781	55.894701
37.676102	55.861509
37.612406	55.691674
37.647764	55.595888
37.230504	55.98853
37.832055	55.76814
37.669181	55.858421
37.746243	55.701943
37.707309	55.808829
37.826677	55.821478
37.774454	55.726808
37.488693	55.776721
37.576847	55.649662
37.583437	55.503432
37.630096	55.718385
37.787667	55.764683
37.593049	55.674739
37.403499	55.64128
37.419537	55.85734
37.638941	55.80684
37.778938	55.757179
37.753642	55.621638
37.552307	55.937641
37.574919	55.742204
37.576874	55.717888
37.781641	55.796659
37.422306	55.833393
37.65434	55.733813
37.562932	55.889872
37.828216	55.817436
37.35382	55.605782
37.737218	55.764167
37.630534	55.662206
37.607309	55.589966
37.549958	55.804487
37.46211	55.607465
37.519373	55.630849
37.533047	55.884411
37.621862	55.60299
37.599814	55.754138
37.633126	55.738337
37.453954	55.68319
37.202918	56.003091
37.521539	55.880942
37.756961	55.731831
37.569514	55.845144
37.606906	55.692596
37.178919	55.984339
37.474347	55.740936
37.570368	55.858955
37.479612	55.632975
37.572	55.877473
37.572586	55.68046
37.542631	55.758057
37.516972	55.873084
37.522629	55.753641
37.545242	55.744534
37.516322	55.73736
37.412553	55.752499
37.639666	55.881343
37.636547	55.726256
37.503437	55.796875
37.434482	55.851067
37.706456	55.616266
37.533094	55.882601
37.40515	55.811315
37.737711	55.617768
37.261264	55.635965
37.437705	55.719452
37.580853	55.743556
37.574005	55.769259
37.39488	55.481823
37.818751	55.693163
37.582091	55.749288
37.516322	55.73736
37.361794	55.515875
37.81755	55.720342
37.484596	55.795475
37.585805	55.662558
37.71544	55.750861
37.385111	55.649483
37.730832	55.713812
37.640006	55.756211
37.730392	55.797946
37.774335	55.677449
